name,state,median_household_income,median_home_value
Friars Point,MS,25156.0,56800.0
Fulton,MS,46875.0,137800.0
Gattman,MS,60444.0,
Gautier,MS,57757.0,148300.0
Georgetown,MS,,101600.0
Glen,MS,59167.0,98100.0
Glen Allan,MS,20662.0,
Glendale,MS,53091.0,85300.0
Glendora,MS,10875.0,
Gloster,MS,22131.0,73600.0
Gluckstadt,MS,92218.0,257500.0
Golden,MS,44688.0,114300.0
Goodman,MS,12207.0,
Grace,MS,,
Greenville,MS,35148.0,95800.0
Greenwood,MS,37718.0,97000.0
Grenada,MS,40714.0,139500.0
Gulf Hills,MS,61094.0,168400.0
Gulf Park Estates,MS,59895.0,196500.0
Gulfport,MS,43499.0,158300.0
Gunnison,MS,21382.0,84800.0
Guntown,MS,66058.0,148500.0
Hamilton,MS,30819.0,127200.0
Harperville,MS,21165.0,
Hatley,MS,60250.0,170100.0
Hattiesburg,MS,41024.0,146600.0
Hazlehurst,MS,38365.0,93200.0
Heidelberg,MS,50041.0,80500.0
Helena,MS,98281.0,140800.0
Henderson Point,MS,50556.0,264300.0
Hermanville,MS,,
Hernando,MS,69761.0,268900.0
Hickory,MS,,99500.0
Hickory Flat,MS,33219.0,87000.0
Hide-A-Way Lake,MS,78529.0,191000.0
Hillsboro,MS,33723.0,55800.0
Holcomb,MS,61429.0,112100.0
Hollandale,MS,40556.0,83200.0
Holly Springs,MS,45552.0,97000.0
Horn Lake,MS,57111.0,146300.0
Houston,MS,32410.0,88800.0
Hurley,MS,81083.0,191500.0
Independence,MS,,173000.0
Indianola,MS,36243.0,110800.0
Inverness,MS,54408.0,138600.0
Isola,MS,34375.0,99200.0
Itta Bena,MS,25114.0,86500.0
Iuka,MS,43887.0,123100.0
Jacinto,MS,,
Jackson,MS,42193.0,104900.0
Jonestown,MS,20000.0,45200.0
Jumpertown,MS,48393.0,92000.0
Kearney Park,MS,,86600.0
Kilmichael,MS,37163.0,85200.0
Kiln,MS,54276.0,160900.0
Kirkville,MS,46634.0,
Kokomo,MS,,55300.0
Kosciusko,MS,33719.0,113600.0
Kossuth,MS,95250.0,164300.0
Lake,MS,55605.0,82100.0
Lakeview,MS,,
Lamar,MS,,
Lambert,MS,28154.0,54900.0
Latimer,MS,60567.0,149900.0
Lauderdale,MS,,44800.0
Laurel,MS,36336.0,111300.0
Leaf,MS,,
Leakesville,MS,49250.0,115800.0
Learned,MS,73250.0,200000.0
Leland,MS,45645.0,107400.0
Lena,MS,85000.0,110400.0
Lexington,MS,39076.0,84700.0
Liberty,MS,33682.0,96100.0
Long Beach,MS,66573.0,187800.0
Longview,MS,108922.0,
Louin,MS,,171100.0
Louise,MS,28542.0,52100.0
Louisville,MS,36078.0,117800.0
Lucedale,MS,35662.0,112900.0
Lula,MS,36250.0,48600.0
Lumberton,MS,40641.0,75600.0
Lyman,MS,61563.0,218500.0
Lynchburg,MS,94688.0,189600.0
Lyon,MS,73750.0,130200.0
Maben,MS,28472.0,73400.0
McComb,MS,37288.0,102900.0
McCool,MS,,57700.0
McLain,MS,30938.0,59500.0
Macon,MS,29225.0,99600.0
Madison,MS,124575.0,312800.0
Magee,MS,39485.0,99500.0
Magnolia,MS,38083.0,83900.0
Mantachie,MS,71331.0,126600.0
Mantee,MS,76250.0,96800.0
Marietta,MS,57813.0,81400.0
Marion,MS,61328.0,185700.0
Marks,MS,37000.0,95800.0
Mathiston,MS,62708.0,116900.0
Mayersville,MS,11660.0,92900.0
Meadville,MS,54250.0,84300.0
Mendenhall,MS,35956.0,103300.0
Meridian,MS,32797.0,97800.0
Meridian Station,MS,,
Merigold,MS,47232.0,109600.0
Metcalfe,MS,41563.0,75000.0
Mississippi State,MS,,
Mississippi Valley State University,MS,66736.0,
Mize,MS,48750.0,128600.0
Monticello,MS,27150.0,120800.0
Montrose,MS,,253500.0
Mooreville,MS,139473.0,169900.0
Moorhead,MS,31810.0,67900.0
Morgan City,MS,17292.0,
Morgantown,MS,,85500.0
Morton,MS,29900.0,82600.0
Moselle,MS,,
Moss Point,MS,44779.0,104500.0
Mound Bayou,MS,31058.0,61200.0
Mount Olive,MS,,56200.0
Mount Pleasant,MS,46996.0,
Myrtle,MS,53750.0,118200.0
Natchez,MS,31800.0,111100.0
Nellieburg,MS,33009.0,106800.0
Nettleton,MS,41317.0,93700.0
New Albany,MS,50890.0,139200.0
New Augusta,MS,,90700.0
New Hamilton,MS,34333.0,150600.0
New Hebron,MS,63438.0,89300.0
New Hope,MS,76149.0,196500.0
New Houlka,MS,43750.0,83700.0
New Site,MS,,
Newton,MS,36250.0,81600.0
Nicholson,MS,42738.0,88800.0
Nitta Yuma,MS,,
North Carrollton,MS,19000.0,92900.0
North Tunica,MS,,78300.0
Noxapater,MS,45500.0,91200.0
Oak Grove,MS,77029.0,208400.0
Oakland,MS,25150.0,
Ocean Springs,MS,72500.0,213400.0
Okolona,MS,27278.0,79400.0
Olive Branch,MS,93762.0,245800.0
Osyka,MS,,87900.0
Ovett,MS,,
Oxford,MS,56784.0,328700.0
Pace,MS,40000.0,75000.0
Pachuta,MS,31964.0,102100.0
Paden,MS,42188.0,67500.0
Panther Burn,MS,2499.0,
Paris,MS,58889.0,137200.0
Pascagoula,MS,41679.0,130400.0
Pass Christian,MS,65000.0,239700.0
Pattison,MS,,
Pearl,MS,56838.0,157100.0
Pearlington,MS,48536.0,124000.0
Pearl River,MS,40614.0,56200.0
Pelahatchie,MS,50948.0,140600.0
Petal,MS,61957.0,147800.0
Pheba,MS,,
Philadelphia,MS,38713.0,104200.0
Picayune,MS,35649.0,136900.0
Pickens,MS,32153.0,99400.0
Pittsboro,MS,36922.0,75000.0
Plantersville,MS,40938.0,116300.0
Polkville,MS,60278.0,81400.0
Pontotoc,MS,49235.0,145900.0
Pope,MS,79205.0,113800.0
Poplarville,MS,51250.0,153600.0
Porterville,MS,,
Port Gibson,MS,24773.0,100500.0
Potts Camp,MS,,90400.0
Prentiss,MS,25859.0,76700.0
Puckett,MS,59375.0,167500.0
Purvis,MS,38287.0,110000.0
Quitman,MS,36458.0,109600.0
Raleigh,MS,23795.0,121300.0
Randolph,MS,46107.0,218000.0
Rawls Springs,MS,58750.0,89800.0
Raymond,MS,55583.0,163900.0
Red Banks,MS,,
Redwater,MS,57775.0,126100.0
Redwood,MS,,
Rena Lara,MS,78333.0,86500.0
Renova,MS,25974.0,110400.0
Richland,MS,54753.0,114500.0
Richton,MS,33621.0,145800.0
Ridgeland,MS,66171.0,240700.0
Rienzi,MS,44250.0,112500.0
Ripley,MS,53175.0,140400.0
Robinhood,MS,49833.0,84400.0
Rolling Fork,MS,41208.0,96500.0
Rosedale,MS,17940.0,95300.0
Roxie,MS,40375.0,44800.0
Ruleville,MS,41765.0,91900.0
Runnelstown,MS,,
St. Martin,MS,49484.0,145100.0
Sallis,MS,50703.0,86800.0
Saltillo,MS,78922.0,176900.0
Sandersville,MS,44219.0,100000.0
Sardis,MS,32863.0,72300.0
Satartia,MS,,
Saucier,MS,67742.0,95000.0
Schlater,MS,51667.0,52500.0
Scooba,MS,19375.0,
Scott,MS,,
Sebastopol,MS,36538.0,106300.0
Seminary,MS,52188.0,105000.0
Senatobia,MS,56780.0,176200.0
Shannon,MS,38125.0,114700.0
Sharon,MS,94861.0,92100.0
Shaw,MS,23875.0,72300.0
Shelby,MS,28827.0,84800.0
Sherman,MS,45234.0,144400.0
Shubuta,MS,32159.0,73900.0
Shuqualak,MS,35625.0,57800.0
Sidon,MS,,75400.0
Silver City,MS,,89600.0
Silver Creek,MS,26458.0,80700.0
Skene,MS,83958.0,
Slate Springs,MS,85417.0,
Sledge,MS,36042.0,56800.0
Smithville,MS,40093.0,82100.0
Snow Lake Shores,MS,54583.0,128000.0
Soso,MS,69375.0,121400.0
Southaven,MS,72513.0,197200.0
Standing Pine,MS,55893.0,59600.0
Starkville,MS,36076.0,244000.0
State Line,MS,,55400.0
Stewart,MS,,
Stoneville,MS,,
Stonewall,MS,24808.0,47000.0
Strayhorn,MS,,
Sturgis,MS,39167.0,100600.0
Summit,MS,33340.0,102500.0
Sumner,MS,53194.0,118800.0
Sumrall,MS,82292.0,214000.0
Sunflower,MS,23295.0,79500.0
Sylvarena,MS,53750.0,108300.0
Symonds,MS,,
Taylor,MS,75938.0,300000.0
Taylorsville,MS,40060.0,136500.0
Tchula,MS,35987.0,59800.0
Terry,MS,46585.0,161500.0
Thaxton,MS,75417.0,169100.0
Tillatoba,MS,,
Tishomingo,MS,54167.0,91100.0
Toccopola,MS,,96000.0
Toomsuba,MS,54543.0,
Tremont,MS,42750.0,90000.0
Tucker,MS,,
Tula,MS,,
Tunica,MS,55865.0,184900.0
Tunica Resorts,MS,46454.0,164000.0
Tupelo,MS,62686.0,184100.0
Tutwiler,MS,31404.0,61000.0
Tylertown,MS,32019.0,120500.0
Union,MS,40201.0,108200.0
University,MS,,
Utica,MS,42222.0,91100.0
Vaiden,MS,24583.0,47300.0
Valley Park,MS,60735.0,132400.0
Vancleave,MS,72576.0,207900.0
Van Vleet,MS,,
Vardaman,MS,38594.0,52500.0
Verona,MS,41216.0,96800.0
Vicksburg,MS,45147.0,120800.0
Victoria,MS,92930.0,180600.0
Wade,MS,,172600.0
Walls,MS,40417.0,151200.0
Walnut,MS,32870.0,79100.0
Walnut Grove,MS,32344.0,82600.0
Walthall,MS,57083.0,95000.0
Waterford,MS,,
Water Valley,MS,45718.0,112300.0
Waveland,MS,56396.0,194900.0
Waynesboro,MS,24779.0,85200.0
Webb,MS,23950.0,80300.0
Weir,MS,23929.0,62000.0
Wesson,MS,49375.0,105900.0
West,MS,75938.0,81400.0
West Hattiesburg,MS,41181.0,199400.0
West Point,MS,32846.0,121100.0
Wheeler,MS,,158100.0
White Oak,MS,16129.0,13300.0
Wiggins,MS,44250.0,113700.0
Winona,MS,26250.0,99600.0
Winstonville,MS,50000.0,117500.0
Winterville,MS,16375.0,167500.0
Woodland,MS,,56900.0
Woodville,MS,44844.0,121300.0
Yazoo City,MS,31310.0,82600.0
Adrian,MO,46957.0,134200.0
Advance,MO,48500.0,110200.0
Affton,MO,75237.0,185400.0
Agency,MO,98654.0,207900.0
Airport Drive,MO,60000.0,197500.0
Alba,MO,51625.0,88300.0
Albany,MO,46033.0,91600.0
Aldrich,MO,53750.0,133300.0
Alexandria,MO,33750.0,34500.0
Allendale,MO,61250.0,168800.0
Allenville,MO,33125.0,28300.0
Alma,MO,71406.0,133600.0
Altamont,MO,40000.0,61300.0
Altenburg,MO,63047.0,130000.0
Alton,MO,43958.0,126100.0
Amazonia,MO,58750.0,72400.0
Amity,MO,,9999.0
Amoret,MO,60833.0,50000.0
Amsterdam,MO,42250.0,45800.0
Anderson,MO,47500.0,99600.0
Annada,MO,34432.0,
Annapolis,MO,35625.0,79700.0
Anniston,MO,,47900.0
Appleton City,MO,42344.0,75400.0
Arbela,MO,,
Arbyrd,MO,43750.0,35000.0
Arcadia,MO,44167.0,134800.0
Archie,MO,65078.0,159300.0
Arcola,MO,,46700.0
Argyle,MO,44750.0,128100.0
Arkoe,MO,77969.0,112500.0
Armstrong,MO,,50000.0
Arnold,MO,72317.0,192000.0
Arrow Point,MO,56250.0,95000.0
Arrow Rock,MO,52500.0,235000.0
Asbury,MO,,70000.0
Ashburn,MO,,
Ash Grove,MO,50417.0,124300.0
Ashland,MO,87377.0,227500.0
Ashley,MO,,
Atlanta,MO,50833.0,85500.0
Augusta,MO,98393.0,296400.0
Aullville,MO,102750.0,251700.0
Aurora,MO,44728.0,102500.0
Aurora Springs,MO,20750.0,
Auxvasse,MO,51600.0,126200.0
Ava,MO,43969.0,118100.0
Avalon,MO,56875.0,48300.0
Avilla,MO,55000.0,66300.0
Avondale,MO,40000.0,134800.0
Bagnell,MO,16563.0,
Baker,MO,,
Bakersfield,MO,33779.0,86300.0
Baldwin Park,MO,32500.0,71300.0
Ballwin,MO,118647.0,337500.0
Baring,MO,38750.0,73300.0
Barnard,MO,,49100.0
Barnett,MO,48500.0,72500.0
Barnhart,MO,91864.0,186400.0
Bates City,MO,80500.0,171400.0
Battlefield,MO,82302.0,191000.0
Bella Villa,MO,56083.0,140400.0
Bell City,MO,19375.0,47800.0
Belle,MO,48333.0,132800.0
Bellefontaine Neighbors,MO,46115.0,79700.0
Bellerive Acres,MO,116979.0,309100.0
Bellflower,MO,46458.0,66700.0
Bel-Nor,MO,97105.0,191400.0
Bel-Ridge,MO,38642.0,82800.0
Belton,MO,68030.0,174300.0
Bennett Springs,MO,46908.0,
Benton,MO,82656.0,252300.0
Benton City,MO,38333.0,74000.0
Bent Tree Harbor,MO,,84700.0
Berger,MO,53542.0,84600.0
Berkeley,MO,37757.0,71500.0
Bernie,MO,41477.0,86600.0
Bertrand,MO,50536.0,90000.0
Bethany,MO,46528.0,115100.0
Bethel,MO,66250.0,65000.0
Beverly Hills,MO,53571.0,57600.0
Bevier,MO,50417.0,93100.0
Biehle,MO,,
Bigelow,MO,,
Big Lake,MO,75000.0,198800.0
Big Spring,MO,36125.0,
Billings,MO,41989.0,141500.0
Birch Tree,MO,26429.0,68800.0
Birmingham,MO,58333.0,122500.0
Bismarck,MO,42188.0,97800.0
Blackburn,MO,67000.0,99200.0
Black Jack,MO,63617.0,169900.0
Blackwater,MO,85179.0,90000.0
Blairstown,MO,44821.0,59000.0
Blanchard,MO,,
Bland,MO,36071.0,73000.0
Blodgett,MO,63750.0,131300.0
Bloomfield,MO,42446.0,65400.0
Bloomsdale,MO,53750.0,155000.0
Blue Eye,MO,35714.0,123400.0
Blue Springs,MO,82965.0,224600.0
Blue Summit,MO,53798.0,
Blythedale,MO,33984.0,24000.0
Bogard,MO,59750.0,60000.0
Bolckow,MO,48542.0,47100.0
Bolivar,MO,40530.0,163000.0
Bonne Terre,MO,34409.0,121100.0
Boonville,MO,50932.0,146100.0
Bosworth,MO,42188.0,29500.0
Bourbon,MO,59327.0,116500.0
Bowling Green,MO,44338.0,106300.0
Bragg City,MO,44583.0,
Brandsville,MO,,
Branson,MO,49790.0,201900.0
Branson West,MO,30893.0,174000.0
Brashear,MO,40833.0,73300.0
Braymer,MO,54750.0,73400.0
Breckenridge,MO,29878.0,45000.0
Breckenridge Hills,MO,49198.0,92700.0
Brentwood,MO,89688.0,270300.0
Brewer,MO,,
Briarwood Estates,MO,109886.0,317700.0
Bridgeton,MO,69982.0,229400.0
Brimson,MO,43750.0,83300.0
Bronaugh,MO,51875.0,50000.0
Brookfield,MO,53653.0,84500.0
Brooklyn Heights,MO,60938.0,112500.0
Broseley,MO,,
Browning,MO,,
Brownington,MO,35357.0,67500.0
Brumley,MO,30179.0,
Brunswick,MO,42500.0,74000.0
Bucklin,MO,39813.0,72800.0
Buckner,MO,81528.0,166200.0
Buell,MO,,
Buffalo,MO,27332.0,97600.0
Bull Creek,MO,29881.0,187500.0
Bunceton,MO,46250.0,84400.0
Bunker,MO,,48600.0
Burfordville,MO,,
Burgess,MO,,
Burlington Junction,MO,35694.0,72800.0
Butler,MO,33548.0,122400.0
Butterfield,MO,52375.0,84000.0
Byrnes Mill,MO,65156.0,238200.0
Cabool,MO,33429.0,97600.0
Cainsville,MO,35000.0,41900.0
Cairo,MO,57000.0,109000.0
Caledonia,MO,55000.0,37500.0
Calhoun,MO,33839.0,48900.0
California,MO,60070.0,123000.0
Callao,MO,36875.0,71800.0
Calverton Park,MO,62716.0,102000.0
Camden,MO,55250.0,41000.0
Camden Point,MO,86250.0,209100.0
Camdenton,MO,45833.0,156000.0
Cameron,MO,50206.0,153500.0
Campbell,MO,45577.0,58000.0
Canalou,MO,57813.0,40500.0
Canton,MO,42708.0,104000.0
Cape Girardeau,MO,51671.0,177500.0
Cardwell,MO,20759.0,49500.0
Carl Junction,MO,69259.0,183200.0
Carrollton,MO,43333.0,89600.0
Carterville,MO,45708.0,93100.0
Carthage,MO,43526.0,130400.0
Caruthersville,MO,35585.0,116400.0
Carytown,MO,72708.0,260700.0
Cassville,MO,46136.0,150700.0
Castle Point,MO,34190.0,54700.0
Catron,MO,37500.0,
Cave,MO,,
Cedar Hill,MO,77774.0,186500.0
Cedar Hill Lakes,MO,69063.0,125800.0
Center,MO,61458.0,80800.0
Centertown,MO,43083.0,131800.0
Centerview,MO,61719.0,59300.0
Centerville,MO,38854.0,67100.0
Centralia,MO,61172.0,147500.0
Chaffee,MO,47917.0,113700.0
Chain of Rocks,MO,140685.0,337800.0
Chain-O-Lakes,MO,25950.0,164700.0
Chamois,MO,38125.0,53400.0
Champ,MO,,
Charlack,MO,46121.0,110000.0
Charleston,MO,29306.0,90700.0
Charmwood,MO,38250.0,
Cherokee Pass,MO,70982.0,190200.0
Chesapeake,MO,,
Chesterfield,MO,137052.0,437000.0
Chilhowee,MO,40417.0,91700.0
Chillicothe,MO,54119.0,123600.0
Chula,MO,39688.0,82900.0
Clarence,MO,28843.0,73700.0
Clark,MO,58750.0,107400.0
Clarksburg,MO,26250.0,70000.0
Clarksdale,MO,62813.0,105000.0
Clarkson Valley,MO,218816.0,796300.0
Clarksville,MO,55357.0,78500.0
Clarkton,MO,39219.0,49400.0
Claycomo,MO,46890.0,134100.0
Clayton,MO,125829.0,812800.0
Clearmont,MO,45000.0,87500.0
Cleveland,MO,74514.0,254500.0
Clever,MO,73583.0,148600.0
Cliff Village,MO,65938.0,162500.0
Clifton Hill,MO,45500.0,
Climax Springs,MO,51667.0,
Clinton,MO,48116.0,153800.0
Clyde,MO,57500.0,112500.0
Cobalt,MO,37750.0,52500.0
Coffey,MO,30750.0,50000.0
Cole Camp,MO,40192.0,148300.0
Collins,MO,39167.0,63700.0
Columbia,MO,60455.0,248600.0
Commerce,MO,,80600.0
Conception,MO,44750.0,
Conception Junction,MO,45000.0,48300.0
Concord,MO,85837.0,265700.0
Concordia,MO,53902.0,150700.0
Coney Island,MO,53750.0,350000.0
Connelsville,MO,,137500.0
Conway,MO,32042.0,80300.0
Cool Valley,MO,49792.0,87200.0
Cooter,MO,50104.0,53300.0
Corder,MO,81071.0,88100.0
Corning,MO,,
Cosby,MO,63125.0,90900.0
Cottleville,MO,130139.0,377900.0
Country Club,MO,79688.0,178700.0
Country Club Hills,MO,46357.0,50600.0
Country Life Acres,MO,250001.0,1597200.0
Cowgill,MO,42188.0,52500.0
Craig,MO,33438.0,44000.0
Crane,MO,45234.0,94300.0
Creighton,MO,55625.0,99400.0
Crestwood,MO,111791.0,271400.0
Creve Coeur,MO,115120.0,529900.0
Crocker,MO,52143.0,97600.0
Cross Timbers,MO,53209.0,
Crystal City,MO,61818.0,165400.0
Crystal Lake Park,MO,144583.0,599100.0
Crystal Lakes,MO,72917.0,145500.0
Cuba,MO,42641.0,148900.0
Curryville,MO,43000.0,54000.0
Dadeville,MO,63500.0,142500.0
Dalton,MO,,66300.0
Danville,MO,,
Dardenne Prairie,MO,140844.0,366100.0
Darlington,MO,32708.0,35300.0
Dawn,MO,37500.0,
Dearborn,MO,41250.0,155600.0
Deepwater,MO,30500.0,73200.0
Deerfield,MO,,98800.0
Deering,MO,52813.0,45000.0
Defiance,MO,,
De Kalb,MO,80625.0,150400.0
Dellwood,MO,67845.0,75800.0
Delta,MO,55000.0,127300.0
Dennis Acres,MO,,55000.0
Denton,MO,,
Denver,MO,43750.0,
Des Arc,MO,,82300.0
Desloge,MO,60354.0,112700.0
De Soto,MO,44788.0,142400.0
Des Peres,MO,214810.0,562100.0
De Witt,MO,,
Dexter,MO,45617.0,125000.0
Diamond,MO,67500.0,121700.0
Diehlstadt,MO,40000.0,72500.0
Diggins,MO,66042.0,108300.0
Dixon,MO,45900.0,122500.0
Doe Run,MO,73344.0,133800.0
Doniphan,MO,41927.0,111800.0
Doolittle,MO,46875.0,105200.0
Dover,MO,50833.0,176800.0
Downing,MO,30781.0,44000.0
Drexel,MO,59375.0,116400.0
Dudley,MO,49167.0,
Duenweg,MO,46917.0,99900.0
Duquesne,MO,48561.0,158100.0
Dutchtown,MO,110833.0,115000.0
Eagle Rock,MO,,120500.0
Eagleville,MO,38750.0,58300.0
East Lynne,MO,45417.0,142900.0
Easton,MO,56307.0,127800.0
East Prairie,MO,28300.0,58300.0
Edgar Springs,MO,40833.0,75000.0
Edgerton,MO,46250.0,156600.0
Edina,MO,40714.0,71900.0
Edinburg,MO,42891.0,
Edmundson,MO,45313.0,81000.0
Eldon,MO,44714.0,106600.0
El Dorado Springs,MO,33173.0,84200.0
Ellington,MO,40000.0,60400.0
Ellisville,MO,104360.0,345100.0
Ellsinore,MO,45938.0,150000.0
Elmer,MO,31750.0,38800.0
Elmira,MO,,156300.0
Elmo,MO,58646.0,60000.0
Elsberry,MO,43333.0,104900.0
Emerald Beach,MO,45500.0,164200.0
Eminence,MO,35227.0,93300.0
Emma,MO,87917.0,128600.0
Eolia,MO,50313.0,88200.0
Essex,MO,61979.0,111500.0
Ethel,MO,,
Eugene,MO,69583.0,83700.0
Eureka,MO,104697.0,331200.0
Evergreen,MO,43984.0,
Everton,MO,37981.0,58600.0
Ewing,MO,50625.0,73900.0
Excello,MO,,
Excelsior Estates,MO,73594.0,53400.0
Excelsior Springs,MO,74196.0,166500.0
Exeter,MO,52188.0,98900.0
Fairdealing,MO,,321700.0
Fairfax,MO,49583.0,77100.0
Fair Grove,MO,71000.0,170100.0
Fair Play,MO,33750.0,57000.0
Fairview,MO,51563.0,74400.0
Farber,MO,43977.0,55100.0
Farley,MO,119792.0,181300.0
Farmington,MO,49317.0,168400.0
Faucett,MO,45673.0,
Fayette,MO,50714.0,126400.0
Fenton,MO,97500.0,339400.0
Ferguson,MO,47410.0,91800.0
Ferrelview,MO,38917.0,57500.0
Festus,MO,65942.0,188800.0
Fidelity,MO,51806.0,119300.0
Fillmore,MO,39306.0,68800.0
Fisk,MO,46964.0,152500.0
Fleming,MO,41875.0,107800.0
Flemington,MO,29167.0,37500.0
Flint Hill,MO,82837.0,318900.0
Flordell Hills,MO,32906.0,53600.0
Florida,MO,,
Florissant,MO,64178.0,125200.0
Foley,MO,51250.0,56100.0
Fordland,MO,44375.0,106300.0
Forest City,MO,43438.0,74300.0
Foristell,MO,107841.0,449000.0
Forsyth,MO,42083.0,162100.0
Fortescue,MO,31875.0,
Fort Leonard Wood,MO,64890.0,
Fortuna,MO,,
Foster,MO,51250.0,60800.0
Fountain N' Lakes,MO,,48300.0
Frankclay,MO,,
Frankford,MO,50625.0,56200.0
Franklin,MO,35000.0,90000.0
Fredericktown,MO,48155.0,110000.0
Freeburg,MO,42083.0,127700.0
Freeman,MO,57917.0,141100.0
Freistatt,MO,51250.0,101600.0
Fremont,MO,,
Fremont Hills,MO,128333.0,429100.0
Friedenswald,MO,,
Frisbee,MO,,94200.0
Frohna,MO,66607.0,159000.0
Frontenac,MO,250001.0,949900.0
Fulton,MO,59544.0,144300.0
Gainesville,MO,20781.0,93300.0
Galena,MO,29833.0,103000.0
Gallatin,MO,39500.0,118600.0
Galt,MO,25000.0,70500.0
Garden City,MO,62539.0,148100.0
Gasconade,MO,49375.0,
Gentry,MO,75893.0,22700.0
Gerald,MO,49643.0,137300.0
Gerster,MO,28750.0,
Gibbs,MO,,41900.0
Gideon,MO,39583.0,45000.0
Gilliam,MO,43125.0,86100.0
Gilman City,MO,50714.0,61200.0
Ginger Blue,MO,36181.0,46400.0
Gladstone,MO,68633.0,194900.0
Glasgow,MO,47788.0,114100.0
Glasgow Village,MO,36148.0,65600.0
Glenaire,MO,83393.0,198200.0
Glen Allen,MO,36607.0,127100.0
Glendale,MO,157750.0,463900.0
Glen Echo Park,MO,61667.0,115000.0
Glenwood,MO,57917.0,92500.0
Golden,MO,43100.0,165800.0
Golden City,MO,37679.0,68300.0
Goodman,MO,40913.0,83600.0
Goose Creek Lake,MO,39432.0,142900.0
Gordonville,MO,86250.0,228400.0
Goss,MO,,
Gower,MO,64702.0,154800.0
Graham,MO,51250.0,77000.0
Grain Valley,MO,82364.0,249200.0
Granby,MO,34934.0,77300.0
Grand Falls Plaza,MO,75250.0,142000.0
Grandin,MO,30000.0,
Grand Pass,MO,,
Grandview,MO,51048.0,154400.0
Granger,MO,,
Grant City,MO,36429.0,67600.0
Grantwood Village,MO,131250.0,438200.0
Gravois Mills,MO,45000.0,
Grayhawk,MO,57857.0,120600.0
Grayridge,MO,,70600.0
Grayson,MO,,
Gray Summit,MO,68272.0,136000.0
Greencastle,MO,45714.0,46000.0
Green City,MO,34000.0,84700.0
Greendale,MO,35096.0,112300.0
Greenfield,MO,30202.0,84900.0
Green Park,MO,71765.0,199800.0
Green Ridge,MO,59280.0,97900.0
Greentop,MO,59063.0,107900.0
Greenville,MO,39276.0,125000.0
Greenwood,MO,103560.0,246300.0
Grovespring,MO,,
Guilford,MO,43571.0,
Gunn City,MO,41250.0,106300.0
Hale,MO,51071.0,73600.0
Halfway,MO,40313.0,92500.0
Hallsville,MO,63839.0,149500.0
Halltown,MO,12708.0,
Hamilton,MO,53438.0,119500.0
Hanley Hills,MO,47083.0,66800.0
Hannibal,MO,52746.0,126900.0
Hardin,MO,54500.0,88100.0
Harris,MO,66250.0,
Harrisburg,MO,70893.0,163600.0
Harrisonville,MO,57607.0,173400.0
Hartsburg,MO,37500.0,140600.0
Hartville,MO,27143.0,117000.0
Hartwell,MO,,
Harviell,MO,,
Harwood,MO,,
Hawk Point,MO,42500.0,111000.0
Hayti,MO,22202.0,62000.0
Hayti Heights,MO,25833.0,32500.0
Hayward,MO,78375.0,
Haywood City,MO,31042.0,
Hazelwood,MO,55111.0,150000.0
Henrietta,MO,43750.0,
Herculaneum,MO,79824.0,198400.0
Hermann,MO,55833.0,162500.0
Hermitage,MO,20990.0,93600.0
Higbee,MO,61406.0,54500.0
Higginsville,MO,76731.0,137100.0
High Hill,MO,54688.0,117700.0
Highlandville,MO,46667.0,157600.0
High Ridge,MO,70333.0,155400.0
Hillsboro,MO,58929.0,202800.0
Hillsdale,MO,35735.0,56300.0
Hoberg,MO,40000.0,56300.0
Holcomb,MO,49342.0,89000.0
Holden,MO,58661.0,129300.0
Holland,MO,32500.0,53800.0
Holliday,MO,34444.0,46500.0
Hollister,MO,51578.0,152800.0
Hollywood,MO,,
Holt,MO,60833.0,160500.0
Holts Summit,MO,78352.0,166400.0
Homestead,MO,53750.0,101400.0
Homestown,MO,,
Hopkins,MO,43750.0,52200.0
Horine,MO,44265.0,147800.0
Hornersville,MO,45714.0,63400.0
Houston,MO,40893.0,108200.0
Houstonia,MO,,49800.0
Houston Lake,MO,84000.0,231000.0
Howardville,MO,14167.0,53800.0
Hughesville,MO,56250.0,91000.0
Humansville,MO,35278.0,59300.0
Hume,MO,49375.0,68300.0
Humphreys,MO,31667.0,19000.0
Hunnewell,MO,41250.0,34800.0
Hunter,MO,,
Huntleigh,MO,250001.0,1750000.0
Huntsdale,MO,,
Huntsville,MO,55000.0,98600.0
Hurdland,MO,30833.0,47900.0
Hurley,MO,56250.0,85600.0
Iantha,MO,34167.0,82000.0
Iatan,MO,,
Iberia,MO,53077.0,88200.0
Imperial,MO,79952.0,202200.0
Independence,MO,57415.0,150800.0
Indian Lake,MO,105108.0,182400.0
Indian Point,MO,75625.0,260300.0
Innsbrook,MO,145156.0,462700.0
Ionia,MO,26250.0,51700.0
Irena,MO,125000.0,250000.0
Irondale,MO,24485.0,96300.0
Iron Mountain Lake,MO,28173.0,48100.0
Ironton,MO,43606.0,103500.0
Irwin,MO,,
Jackson,MO,72500.0,219700.0
Jacksonville,MO,34583.0,
Jameson,MO,34712.0,33700.0
Jamesport,MO,48125.0,75000.0
Jamestown,MO,56250.0,114600.0
Jane,MO,57143.0,153500.0
Jasper,MO,48125.0,105300.0
Jefferson City,MO,63649.0,189200.0
Jennings,MO,32462.0,64000.0
Jerico Springs,MO,32292.0,56700.0
Jonesburg,MO,77969.0,146600.0
